word,weight
app restart,-0.04388688778747143
app ridiculous,-0.15668053804596432
app right,-0.7190173394038952
app rubbish,-0.18930890670375555
app ruin,-0.5533699843970269
app run,-0.007061922027395795
app sad,0.11891568583744336
app samsung,-0.3949561801157647
app save,0.19098167111981915
app say,-1.3967058672248718
app scam,-0.38701379879755743
app screen,-0.25740377309351337
app search,0.26646197191748944
app see,0.6501228306715698
app send,0.5143914174337205
app service,0.07069798719736425
app share,1.3985280149327612
app show,-0.8793115938564575
app sign,-0.6428892380991577
app simple,0.7491195539037745
app simply,-0.049960433541751954
app single,0.4074957057039674
app skype,-0.14996867663920238
app slow,-1.6142201371206624
app smooth,-0.6161471173225956
app social,0.4269491152559173
app song,0.4774860609003381
app soo,0.012093148754707779
app soon,-0.06641691296801457
app sound,-0.4406126243823007
app spend,0.2166609607791166
app spotify,-0.1571104003347397
app star,0.08621424328018881
app start,-0.5152859433468132
app stay,-0.20972306226457368
app stop,-0.38870864326669763
app storage,0.09845892443438374
app store,-0.2561096876653707
app story,-0.43263908452449934
app stream,-0.12433309560377073
app student,0.8284447901291324
app stupid,-0.35762047385986634
app suck,-0.9812096329221781
app suddenly,-0.4730001934984712
app suggest,-0.12245850864700472
app super,-0.2985048634095956
app support,-0.18298693136129943
app suppose,0.16373954340935393
app sure,-0.08426935254605565
app suspend,0.2950584256118276
app switch,-0.01438401851952134
app tablet,-0.5688048014392256
app take,-0.42764655014162756
app talk,0.7663746770818347
app tell,-0.25235837267967426
app terrible,-0.43778659681230797
app text,0.13983806411261332
app thank,0.6421870740374478
app thing,-0.2162018656390187
app think,-0.3240217335354532
app tiktok,-0.32094740001986366
app time,0.13261250504260103
app today,0.5170489018462391
app totally,0.021163295300346035
app touch,0.053979876154221576
app transfer,0.3983748663284023
app trash,-0.9393166513834366
app truly,-0.09040713451839973
app trust,0.23015325621419028
app try,-0.1527496498209748
app turn,-0.6728940894049017
app tv,0.010429993317688626
app type,-0.1270350120237288
app unable,-0.2870873883003936
app uninstall,-0.18371644889795888
app uninstalle,-0.09273192257941396
app unusable,-0.8963192823845334
app update,-0.4143822464878239
app upload,-0.17322627976178354
app use,1.117841819945408
app useful,0.47333526653006214
app usefull,-0.6041381672882367
app useless,-0.6785809434445546
app user,-0.40001984670652735
app userfriendly,0.2999824695624988
app ve,0.5922959467980486
app version,0.41128691762836644
app viber,0.3379407092783763
app video,0.9927015023778427
app view,-0.21193805248826575
app wait,-0.13408764375298832
app want,-0.875781522266388
app waste,-0.7422725741915197
app watch,1.1508550000304816
app way,0.42923697657105675
app website,-0.6454810953373885
app week,-0.7789014796437499
app well,0.170369124395562
app whatsapp,0.2799313029731056
app will,0.0038616156090917134
app wish,0.5109682644373241
app wonderful,-0.26222386539872006
app word,0.33557055690452253
app work,-0.702110813852573
app world,-0.4771930695669482
app worth,-0.05153094718915797
app worthless,-0.5444730355494832
app year,0.8805550787183626
app zero,-0.441620671849072
appa,0.36432544103965175
apparent,-0.14809256051969694
apparent reason,-0.008375101550640402
apparently,-1.9107580989454385
appbut,0.16754844617549527
appeal,-0.8995564927217854
appeal not,-0.015593050902004841
appeal time,-0.170946925491684
appear,-0.892384586835029
appear app,-0.4397605570105163
appi,1.46454335268959
appit,0.47630413459818133
apple,-0.05377406252360337
apple music,-0.10391819013898569
application,0.025823479794211263
application good,0.6667577986605008
application not,0.2877326181760815
application use,0.13168610042451429
application work,-0.17322471948782045
apply,0.2540963353367537
appointment,0.7674426807550241
appp,0.22064315293032757
appreciate,1.437597940445647
appreciate app,0.643727619953438
appreciation,0.4073568577323619
approach,-0.4085297920084138
appropriate,-0.3269935715121733
approval,0.4325350696243065
approve,0.6535009215921335
apps,-0.6871507034697745
april,-0.2343706211541366
ar,-0.17217070968209627
arabic,-0.8131941956713692
archive,-1.0351463064061057
area,0.502009113566639
arrive,-1.0971130172516657
arrow,0.25869857135936536
art,0.007231922906716151
article,-1.4089689787422575
article ad,-0.30203183143081974
article app,-0.8501660061406187
article article,-0.14733954533785382
article click,-0.12959532307624982
article flipboard,0.2473668048248096
article like,0.39947738581349546
article load,-0.8029233033726672
article magazine,0.3264600195399095
article not,0.26177341098844475
article open,0.03466839938456433
article read,0.3447176534168725
article require,-0.20887507998994442
article want,0.19891467946443367
article will,0.0609235206007942
artist,-0.2969239146111776
asap,-0.9309767730462435
asf,-0.6050459828067352
ashamed,-0.40637346115463757
asia,0.12818247247719666
asian,0.7192930919926221
aside,0.09939989649724038
ask,-2.1384704105156893
ask code,-0.07938997719339204
ask help,-0.10491329626537747
ask location,-0.6860469429775238
ask log,-0.16176292584944907
ask money,-1.1024844120590946
ask password,-0.11974480290465465
ask pay,-0.43008335984069507
ask premium,-0.5614243595779806
ask question,-0.2922421038884075
ask review,-0.11272271744585842
ask sign,-0.16512301662948645
ask transfer,-0.286124122694956
ask update,-0.15236259505905955
ask want,-0.2625457830034328
asking,-0.5279031203275052
asleep,0.10320564272803753
aspect,0.78986239342942
asset,-0.2926491989627101
assignment,0.2965920333538323
assist,-0.142437774312579
assistance,-0.06945981329134963
assistant,-0.5890503157031842
associate,-0.3708681853296271
assume,0.1996349842134
assure,0.09525758928419586
aswell,-0.5242901827611901
ata,0.049024303592212506
atau,0.0916355453027406
atleast,-0.7662519986357526
atm,0.2721378388131473
atp,-0.4922770877011274
atrocious,-0.8875849489367048
attach,-0.677239424961734
attach file,-0.28003633299300973
attachment,0.012399558954165299
attack,0.025222976300749607
attempt,-0.7518403690706349
attention,-0.3707731851387294
attestation,-1.3894985949638141
attestation deny,-0.5766401866085616
attitude,-0.01042984487762015
attractive,0.6597830184171058
au,-0.450006174200895
audible,0.6804613423125518
audience,-0.1881993006020405
audio,-0.8211394638968998
audio book,0.516805943778164
audio file,-0.08665278597980433
audio quality,0.12011018514619246
audio video,0.2476135304744139
audiobook,0.2175754311472347
auf,-1.1326009184755752
august,-0.3109325095850214
aur,0.13367741601171662
australia,-0.6450831884224365
authentic,0.919784887095184
authentication,-0.6724598239504315
author,0.31134984574210717
authority,0.12128025851478176
authorization,-0.29055049906470615
auto,-1.5127289149426972
auto play,-0.48468673022122566
auto refresh,-0.08225352753674098
automate,-0.9049694766467568
automated,-0.14585489805486443
automatic,-0.2712839237036588
automatically,-1.3439074494349794
automatically log,-0.45440256131253226
automatically open,-0.2710097073972958
autopay,-0.08530589219422646
autoplay,-0.6131594123343315
avail,0.037272246344814054
availability,0.05477956135581737
available,-1.7330578962443393
available app,0.04898391485780633
available country,-0.8829700822278732
available not,-0.003917149526696142
available offline,0.15425135315686267
avatar,-0.6546431807156112
average,-1.8179456620811323
avoid,-0.9842716295572068
avoid app,-0.3123927070216359
award,0.28863672725799455
